tag,yr,mo,total
"c++","2011","3","4191"
"c++","2011","4","4182"
"c++","2011","5","3899"
"c++","2011","6","3831"
"c++","2011","7","3858"
"c++","2011","8","3966"
"c++","2011","9","3957"
"c++","2011","10","4367"
"c++","2011","11","4505"
"c++","2011","12","4377"
"c++","2012","1","4568"
"c++","2012","2","5131"
"c++","2012","3","5275"
"c++","2012","4","5344"
"c++","2012","5","5018"
"c++","2012","6","4685"
"c++","2012","7","5306"
"c++","2012","8","5175"
"c++","2012","9","4924"
"c++","2012","10","5923"
"c++","2012","11","6294"
"c++","2012","12","5704"
"c++","2013","1","6076"
"c++","2013","2","6125"
"c++","2013","3","7236"
"c++","2013","4","7195"
"c++","2013","5","6874"
"c++","2013","6","6228"
"c++","2013","7","6600"
"c++","2013","8","6274"
"c++","2013","9","6589"
"c++","2013","10","8024"
"c++","2013","11","8176"
"c++","2013","12","7048"
"c++","2014","1","7731"
"c++","2014","2","7719"
"c++","2014","3","8710"
"c++","2014","4","8170"
"c++","2014","5","6840"
"c++","2014","6","5725"
"c++","2014","7","6317"
"c++","2014","8","5929"
"c++","2014","9","6252"
"c++","2014","10","6885"
"c++","2014","11","6614"
"c++","2014","12","6122"
"c++","2015","1","6187"
"c++","2015","2","6502"
"c++","2015","3","7420"
"c++","2015","4","7178"
"c++","2015","5","6854"
"c++","2015","6","6544"
"c++","2015","7","6734"
"c++","2015","8","5904"
"c++","2015","9","5939"
"c++","2015","10","7075"
"c++","2015","11","7121"
"c++","2015","12","6591"
"c++","2016","1","6128"
"c++","2016","2","6587"
"c++","2016","3","7075"
"c++","2016","4","6934"
"c++","2016","5","6163"
"c++","2016","6","5753"
"c++","2016","7","5501"
"c++","2016","8","5036"
"c++","2016","9","5172"
"c++","2016","10","6009"
"c++","2016","11","6123"
"c++","2016","12","5262"
"c++","2017","1","5686"
"c++","2017","2","5209"
"c++","2017","3","6267"
"c++","2017","4","5907"
"c++","2017","5","5336"
"c++","2017","6","4714"
"c++","2017","7","5055"
"c++","2017","8","4818"
"c++","2017","9","4503"
"c++","2017","10","5256"
"c++","2017","11","5073"
"c++","2017","12","4502"
"c++","2018","1","4803"
"c++","2018","2","4616"
"c++","2018","3","5238"
"c++","2018","4","4717"
"c++","2018","5","4740"
"c++","2018","6","4131"
"c++","2018","7","3949"
"c++","2018","8","3967"
"c++","2018","9","3967"
"c++","2018","10","4648"
"c++","2018","11","4710"
"c++","2018","12","3891"
"c++","2019","1","4232"
"c++","2019","2","4070"
"c++","2019","3","4881"
"c++","2019","4","4906"
"c++","2019","5","4564"
"c++","2019","6","4005"
"c++","2019","7","4693"
"c++","2019","8","3834"
"c++","2019","9","1082"
"swift","2009","1","1"
"swift","2009","2","1"
"swift","2009","3","1"
"swift","2009","5","2"
"swift","2009","6","1"
"swift","2009","8","2"
"swift","2009","9","2"
"swift","2009","11","2"
"swift","2009","12","1"
"swift","2010","1","1"
"swift","2010","2","2"
"swift","2010","4","2"
"swift","2010","5","1"
"swift","2010","6","2"
"swift","2010","7","1"
"swift","2010","8","2"
"swift","2010","9","1"
"swift","2010","11","1"
"swift","2010","12","2"
"swift","2011","1","2"
"swift","2011","2","3"
"swift","2011","3","3"
"swift","2011","4","3"
"swift","2011","5","2"
"swift","2011","6","3"
"swift","2011","7","12"
"swift","2011","8","8"
"swift","2011","9","5"
"swift","2011","10","6"
"swift","2011","11","3"
"swift","2011","12","2"
"swift","2012","1","6"
"swift","2012","2","9"
"swift","2012","3","3"
"swift","2012","4","6"
"swift","2012","5","6"
"swift","2012","6","3"
"swift","2012","7","6"
"swift","2012","8","4"
"swift","2012","9","7"
"swift","2012","10","3"
"swift","2012","11","2"
"swift","2012","12","2"
"swift","2013","1","4"
"swift","2013","2","5"
"swift","2013","3","4"
"swift","2013","4","6"
"swift","2013","5","1"
"swift","2013","6","2"
"swift","2013","7","6"
"swift","2013","8","2"
"swift","2013","9","10"
"swift","2013","10","9"
"swift","2013","11","5"
"swift","2013","12","9"
"swift","2014","1","5"
"swift","2014","2","10"
"swift","2014","3","4"
"swift","2014","4","4"
"swift","2014","5","10"
"swift","2014","6","2410"
"swift","2014","7","1646"
"swift","2014","8","1704"
"swift","2014","9","1909"
"swift","2014","10","2471"
"swift","2014","11","2572"
"swift","2014","12","2504"
"swift","2015","1","3075"
"swift","2015","2","3250"
"swift","2015","3","3609"
"swift","2015","4","4039"
"swift","2015","5","3814"
"swift","2015","6","4346"
"swift","2015","7","5170"
"swift","2015","8","5094"
"swift","2015","9","4571"
"swift","2015","10","4316"
"swift","2015","11","4335"
"swift","2015","12","4393"
"swift","2016","1","4812"
"swift","2016","2","4768"
"swift","2016","3","5099"
"swift","2016","4","4778"
"swift","2016","5","4448"
"swift","2016","6","4821"
"swift","2016","7","4956"
"swift","2016","8","4930"
"swift","2016","9","4892"
"swift","2016","10","4747"
"swift","2016","11","4378"
"swift","2016","12","3950"
"swift","2017","1","4353"
"swift","2017","2","4074"
"swift","2017","3","4636"
"swift","2017","4","3934"
"swift","2017","5","4116"
"swift","2017","6","4209"
"swift","2017","7","4360"
"swift","2017","8","4206"
"swift","2017","9","3794"
"swift","2017","10","3919"
"swift","2017","11","3690"
"swift","2017","12","3227"
"swift","2018","1","3773"
"swift","2018","2","3434"
"swift","2018","3","4085"
"swift","2018","4","3603"
"swift","2018","5","3637"
"swift","2018","6","3176"
"swift","2018","7","3698"
"swift","2018","8","3606"
"swift","2018","9","3449"
"swift","2018","10","3649"
"swift","2018","11","3337"
"swift","2018","12","3115"
"swift","2019","1","3273"
"swift","2019","2","3026"
"swift","2019","3","3324"
"swift","2019","4","3517"
"swift","2019","5","3612"
"swift","2019","6","3583"
"swift","2019","7","3589"
"swift","2019","8","3185"
"swift","2019","9","810"
"r","2008","9","6"
"r","2008","11","1"
"r","2008","12","1"
"r","2009","1","8"
"r","2009","2","9"
"r","2009","3","4"
"r","2009","4","12"
"r","2009","5","2"
"r","2009","6","5"
"r","2009","7","51"
"r","2009","8","47"
"r","2009","9","139"
"r","2009","10","73"
"r","2009","11","94"
"r","2009","12","80"
"r","2010","1","94"
"r","2010","2","122"
"r","2010","3","139"
"r","2010","4","160"
"r","2010","5","139"
"r","2010","6","178"
"r","2010","7","234"
"r","2010","8","283"
"r","2010","9","236"
"r","2010","10","214"
"r","2010","11","242"
"r","2010","12","223"
"r","2011","1","250"
"r","2011","2","322"
"r","2011","3","422"
"r","2011","4","476"
"r","2011","5","427"
"r","2011","6","444"
"r","2011","7","454"
"r","2011","8","586"
"r","2011","9","612"
"r","2011","10","621"
"r","2011","11","608"
"r","2011","12","614"
"r","2012","1","690"
"r","2012","2","814"
"r","2012","3","891"
"r","2012","4","847"
"r","2012","5","882"
"r","2012","6","975"
"r","2012","7","1124"
"r","2012","8","1092"
"r","2012","9","1060"
"r","2012","10","1268"
"r","2012","11","1348"
"r","2012","12","1219"
"r","2013","1","1513"
"r","2013","2","1674"
"r","2013","3","1856"
"r","2013","4","1847"
"r","2013","5","1790"
"r","2013","6","1781"
"r","2013","7","1979"
"r","2013","8","1929"
"r","2013","9","1719"
"r","2013","10","2103"
"r","2013","11","2193"
"r","2013","12","1911"
"r","2014","1","2359"
"r","2014","2","2623"
"r","2014","3","2828"
"r","2014","4","2747"
"r","2014","5","2601"
"r","2014","6","2406"
"r","2014","7","2650"
"r","2014","8","2490"
"r","2014","9","2383"
"r","2014","10","2793"
"r","2014","11","2722"
"r","2014","12","2370"
"r","2015","1","2710"
"r","2015","2","2983"
"r","2015","3","3576"
"r","2015","4","3338"
"r","2015","5","3438"
"r","2015","6","3444"
"r","2015","7","3991"
"r","2015","8","3503"
"r","2015","9","3344"
"r","2015","10","3695"
"r","2015","11","3555"
"r","2015","12","3192"
"r","2016","1","3555"
"r","2016","2","3614"
"r","2016","3","4063"
"r","2016","4","4154"
"r","2016","5","3809"
"r","2016","6","3875"
"r","2016","7","3757"
"r","2016","8","3799"
"r","2016","9","3306"
"r","2016","10","3795"
"r","2016","11","3568"
"r","2016","12","3159"
"r","2017","1","3508"
"r","2017","2","3694"
"r","2017","3","4622"
"r","2017","4","4277"
"r","2017","5","4336"
"r","2017","6","4475"
"r","2017","7","4602"
"r","2017","8","4592"
"r","2017","9","4243"
"r","2017","10","4565"
"r","2017","11","4540"
"r","2017","12","3730"
"r","2018","1","4213"
"r","2018","2","4525"
"r","2018","3","5116"
"r","2018","4","4761"
"r","2018","5","4750"
"r","2018","6","4519"
"r","2018","7","4431"
"r","2018","8","4151"
"r","2018","9","4139"
"r","2018","10","4875"
"r","2018","11","4814"
"r","2018","12","3801"
"r","2019","1","4532"
"r","2019","2","4917"
"r","2019","3","5161"
"r","2019","4","5355"
"r","2019","5","5028"
"r","2019","6","4612"
"r","2019","7","4912"
"r","2019","8","4686"
"r","2019","9","1090"
"objective-c","2008","8","20"
"objective-c","2008","9","51"
"objective-c","2008","10","91"
"objective-c","2008","11","107"
"objective-c","2008","12","123"
"objective-c","2009","1","143"
"objective-c","2009","2","208"
"objective-c","2009","3","290"
"objective-c","2009","4","356"
"objective-c","2009","5","500"
"objective-c","2009","6","493"
"objective-c","2009","7","680"
"objective-c","2009","8","696"
"objective-c","2009","9","693"
"objective-c","2009","10","746"
"objective-c","2009","11","757"
"objective-c","2009","12","781"
"objective-c","2010","1","990"
"objective-c","2010","2","1008"
"objective-c","2010","3","1129"
"objective-c","2010","4","1154"
"objective-c","2010","5","1305"
"objective-c","2010","6","1435"
"objective-c","2010","7","1937"
"objective-c","2010","8","1875"
"objective-c","2010","9","1650"
"objective-c","2010","10","1738"
"objective-c","2010","11","1832"
"objective-c","2010","12","1835"
"objective-c","2011","1","2184"
"objective-c","2011","2","2447"
"objective-c","2011","3","3065"
"objective-c","2011","4","3253"
"objective-c","2011","5","3513"
"objective-c","2011","6","3368"
"objective-c","2011","7","3735"
"objective-c","2011","8","3859"
"objective-c","2011","9","3312"
"objective-c","2011","10","3286"
"objective-c","2011","11","3592"
"objective-c","2011","12","3336"
"objective-c","2012","1","3785"
"objective-c","2012","2","3882"
"objective-c","2012","3","3862"
"objective-c","2012","4","3949"
"objective-c","2012","5","3908"
"objective-c","2012","6","3827"
"objective-c","2012","7","4339"
"objective-c","2012","8","4228"
"objective-c","2012","9","3411"
"objective-c","2012","10","4138"
"objective-c","2012","11","3872"
"objective-c","2012","12","3736"
"objective-c","2013","1","4105"
"objective-c","2013","2","3954"
"objective-c","2013","3","4450"
"objective-c","2013","4","4100"
"objective-c","2013","5","3847"
"objective-c","2013","6","3393"
"objective-c","2013","7","3787"
"objective-c","2013","8","3561"
"objective-c","2013","9","3966"
"objective-c","2013","10","4479"
"objective-c","2013","11","4049"
"objective-c","2013","12","4014"
"objective-c","2014","1","4420"
"objective-c","2014","2","4603"
"objective-c","2014","3","5035"
"objective-c","2014","4","4689"
"objective-c","2014","5","4194"
"objective-c","2014","6","3767"
"objective-c","2014","7","4204"
"objective-c","2014","8","3722"
"objective-c","2014","9","3769"
"objective-c","2014","10","3705"
"objective-c","2014","11","3290"
"objective-c","2014","12","3057"
"objective-c","2015","1","3013"
"objective-c","2015","2","3187"
"objective-c","2015","3","3298"
"objective-c","2015","4","3394"
"objective-c","2015","5","3142"
"objective-c","2015","6","3137"
"objective-c","2015","7","3330"
"objective-c","2015","8","2995"
"objective-c","2015","9","2887"
"objective-c","2015","10","2840"
"objective-c","2015","11","2347"
"objective-c","2015","12","2270"
"objective-c","2016","1","2372"
"objective-c","2016","2","2343"
"objective-c","2016","3","2289"
"objective-c","2016","4","2228"
"objective-c","2016","5","2004"
"objective-c","2016","6","2090"
"objective-c","2016","7","1879"
"objective-c","2016","8","1821"
"objective-c","2016","9","1686"
"objective-c","2016","10","1641"
"objective-c","2016","11","1570"
"objective-c","2016","12","1502"
"objective-c","2017","1","1467"
"objective-c","2017","2","1342"
"objective-c","2017","3","1456"
"objective-c","2017","4","1147"
"objective-c","2017","5","1186"
"objective-c","2017","6","1230"
"objective-c","2017","7","1108"
"objective-c","2017","8","995"
"objective-c","2017","9","895"
"objective-c","2017","10","863"
"objective-c","2017","11","814"
"objective-c","2017","12","642"
"objective-c","2018","1","669"
"objective-c","2018","2","595"
"objective-c","2018","3","603"
"objective-c","2018","4","558"
"objective-c","2018","5","584"
"objective-c","2018","6","486"
"objective-c","2018","7","509"
"objective-c","2018","8","473"
"objective-c","2018","9","468"
"objective-c","2018","10","488"
"objective-c","2018","11","392"
"objective-c","2018","12","339"
"objective-c","2019","1","398"
"objective-c","2019","2","354"
"objective-c","2019","3","376"
"objective-c","2019","4","415"
"objective-c","2019","5","352"
"objective-c","2019","6","340"
"objective-c","2019","7","318"
"objective-c","2019","8","285"
"objective-c","2019","9","74"
